country	source	carrier	mcc	mnc	apn	type	protocol	roaming_protocol	user	password	authtype	mmsc	mmsproxy	mmsport	proxy	port	carrier_id	mvno_type	mvno_match_data	carrier_enabled	user_visible	user_editable	network_type_bitmask	bearer_bitmask
EG	LineageOS	mobinilmms	602	01	mobinilmms	mms					2	http://10.7.13.24:8002/	62.241.155.45	8080										
EG	LineageOS	Vodafone GPRS Internet	602	02	internet.vodafone.net	default,supl			internet	internet	3													
EG	AOSP	vodafone internet	602	02	internet.vodafone.net	default,ia,supl			internet	internet	3						2380							
EG	LineageOS	Vodafone live!	602	02	wap.Vodafone.com.eg	default,supl			wap	wap	1				163.121.178.2	8080								
EG	AOSP	Vodafone MMS	602	02	mms.vodafone.com.eg	mms			mms	mms	1	http://mms.vodafone.com.eg/servlets/mms	163.121.178.2	8080			2380							
EG	LineageOS	Vodafone MMS	602	02	mms.vodafone.com.eg	mms			mms	mms	1	http://mms.vodafone.com.eg/servlets/mms	163.121.178.2	8080										
EG	AOSP	Etisalat Internet	602	03	etisalat	default,ia	IPV4V6										1968							
EG	LineageOS	Etisalat internet	602	03	Etisalat	default,supl,mms						http://10.71.131.7:38090	10.71.130.29	8080										
EG	AOSP	Etisalat MMS	602	03	etisalat	mms						http://10.71.131.7:38090	10.71.130.29	8080			1968							
EG	LineageOS	Etisalat MMS	602	03	etisalat	mms						http://10.71.131.7:38090	10.71.130.29	8080										
EG	LineageOS	Etisalat WAP	602	03	etisalat	*					1	http://10.71.131.7:38090	10.71.130.29	8080										
EG	LineageOS	WE ims	602	04	ims	ims																		
EG	LineageOS	WE internet	602	04	internet.te.eg	default																		
EG	LineageOS	WE mms	602	04	mms.te.eg	mms						http://wemmsc.te.eg:8080	wemmsc.te.eg	8080										
EG	LineageOS	Vodafone GPRS Internet	602	12	internet.vodafone.net	default,supl			internet	internet	2													
ES	AOSP	INTERNET	214	01	airtelnet.es	dun			vodafone	vodafone	1													
ES	AOSP	Internet móvil	214	01	airtelwap.es	default,ia,supl			wap@wap	wap125	1													
ES	AOSP	ut.es	214	01	ut.es	xcap																		
ES	LineageOS	Vodafone ES	214	01	airtelwap.es	default,supl			wap@wap	wap125	0													
ES	LineageOS	Vodafone ES IMS	214	01	ims	ims	IPV4V6																	
ES	LineageOS	Vodafone ES MMS	214	01	mms.vodafone.net	mms			wap@wap	wap125	0	http://mmsc.vodafone.es/servlets/mms	212.73.32.10	80										
ES	AOSP	ALTECOM	214	02	altecom.net	default,ia											2131							
ES	AOSP	FIBRACAT	214	02	fibracat.cat	default,ia											2136	spn	FIBRACAT					
ES	LineageOS	Movistar	214	02	movistar.es	dun,default			MOVISTAR	MOVISTAR														
ES	LineageOS	Movistar	214	02	telefonica.es	default,supl			telefonica	telefonica						8080								
ES	LineageOS	Movistar MMS	214	02	telefonica.es	mms			telefonica	telefonica		http://mms.movistar.com		8080										
ES	AOSP	CABLE movil Internet	214	03	internettph	default,ia,supl											2299	spn	CABLE movil					
ES	AOSP	Carrefour	214	03	CARREFOURINTERNET	default,ia,supl					1						2133	imsi	2140352xxxxxxxx					
ES	LineageOS	Carrefour Internet	214	03	CARREFOURINTERNET	default,supl												spn	Carrefour					
ES	AOSP	Carrefour MMS	214	03	CARREFOURMMS	mms			CARREFOUR	CARREFOUR	1	http://mms.orange.es	172.22.188.25	8080			2133	imsi	2140352xxxxxxxx					
ES	LineageOS	Carrefour MMS	214	03	carrefourmms	mms			carrefour	carrefour		http://mms.orange.es	172.22.188.25	8080				spn	Carrefour					
ES	AOSP	diainternet	214	03	diainternet	default,ia,supl,dun												spn	MovilDIA					
ES	AOSP	diamms	214	03	diamms	mms						http://mms.orange.es	172.22.188.25	8080				spn	MovilDIA					
ES	LineageOS	Euskaltel	214	03	internet.euskaltel.mobi	default,dun			CLIENTE	EUSKALTEL														
ES	LineageOS	Euskaltel Internet	214	03	i.euskaltel.mobi	default			CUSTOMER	EUSKALTEL														
ES	AOSP	Euskaltel Internet	214	03	internet.euskaltel.mobi	default,ia,supl			CLIENTE	EUSKALTEL	1						1909	spn	EUSKALTEL					
ES	LineageOS	Euskaltel MMS	214	03	euskaltelmms.euskaltel.mobi	mms			MMS	EUSKALTEL		http://mms.euskaltel.mobi	172.16.18.74	8080										
ES	AOSP	Happy Internet	214	03	internettph	default,ia,supl											2297	spn	Happy					
ES	AOSP	Ibercom Internet	214	03	ibercominternet	default,ia,supl											2301	spn	Ibercom					
ES	AOSP	Internet R	214	03	internet.mundo-r.com	default,ia,supl											2113	spn	mobilR					
ES	AOSP	Internet R	214	03	internet.mundo-r.com	default,ia,supl											2113	spn	Mobil R					
ES	AOSP	internet simyo	214	03	orangeworld	default,supl,dun,ia			orange	orange	1						2125	spn	simyo			false		
ES	LineageOS	Jazztel	214	03	jazzinternet	default,supl												spn	JAZZTEL					
ES	AOSP	JAZZTEL IMS	214	03	ims	ims	IPV4V6	IPV4V6			1						1974	spn	JAZZTEL		false			
ES	AOSP	JAZZTEL internet	214	03	jazzinternet	default,supl,dun,ia											1974	spn	JAZZTEL			false		
ES	AOSP	JAZZTEL MMS	214	03	jazzmms	mms					1	http://jazztelmms.com/servlets/mms	37.132.0.10	8080			1974	spn	JAZZTEL			false		
ES	LineageOS	Jazztel MMS	214	03	jazzmms	mms						http://jazztelmms.com/servlets/mms	37.132.0.10	8080				spn	JAZZTEL					
ES	AOSP	LCR	214	03	lcrinternet	default,ia,supl,dun												spn	LCR					
ES	AOSP	Llamaya Internet	214	03	moreinternet	default,ia												spn	LlamaYA					
ES	LineageOS	Llamaya Internet	214	03	moreinternet	default,supl																		
ES	LineageOS	Llamaya MMS	214	03	moremms	mms						http://mms.orange.es	172.022.188.25	8080										
ES	AOSP	MASMOVIL	214	03	internetmas	default,ia,supl,dun											2300	spn	MASMOVIL					
ES	LineageOS	MasMovil 30MB	214	03	int.socialmas	default,supl												spn	MasMovil					
ES	AOSP	MASMovil Internet	214	03	internetmas	default,ia,supl											2300	spn	MASMovil					
ES	LineageOS	MasMovil Internet	214	03	internetmas	default,supl												spn	MasMovil					
ES	LineageOS	MasMovil MMS	214	03	masvidamms	mms			masvidamms	MMSmasvida		http://mms.orange.es	172.22.188.25	8080				spn	MasMovil					
ES	AOSP	MMS MASMOVIL	214	03	masvidamms	mms			masvidamms	MMSmasvida	2	http://mms.orange.es	172.22.188.25	8080			2300	spn	MASMOVIL					
ES	AOSP	Orange IMS	214	03	ims	ims	IPV4V6	IPV4V6			1						678	spn	Orange		false			
ES	LineageOS	Orange Internet Móvil	214	03	orangeworld	default,supl			orange	orange	1													
ES	AOSP	Orange Internet Móvil	214	03	orangeworld	default,supl,ia			orange	orange	1						678	spn	Orange			false		
ES	AOSP	Orange Internet PC	214	03	internet	dun			orange	orange	1						678	spn	Orange			false		
ES	LineageOS	Orange Internet PC	214	03	internet	dun			orange	orange	1													
ES	AOSP	Orange MMS	214	03	orangemms	mms			orange	orange	1	http://mms.orange.es	172.22.188.25	8080			678	spn	Orange			false		
ES	LineageOS	Orange MMS	214	03	orangemms	mms			orange	orange	1	http://mms.orange.es	172.22.188.25	8080										
ES	AOSP	RACC INTERNET	214	03	internet.racc.net	default,ia,supl			CLIENTERACC	RACC							2298	spn	RACC					
ES	AOSP	RACC MMS	214	03	mms.racc.net	mms			MMS	RACC		http://mms.racc.net	172.16.18.74	8080			2298	spn	RACC					
ES	AOSP	simyo IMS	214	03	ims	ims	IPV4V6	IPV4V6			1						2125	spn	simyo		false			
ES	AOSP	simyo MMS	214	03	orangemms	mms			orange	orange	1	http://mms.orange.es	172.22.188.25	8080			2125	spn	simyo			false		
ES	LineageOS	Suop	214	03	inet.es	default,supl																		
ES	AOSP	Virgin TELCO Internet	214	03	i.virgintelco.es	default,ia,supl												spn	Virgin telco					
ES	AOSP	X by Orange Internet	214	03	x	default,ia					1							spn	X					
ES	AOSP	X by Orange Internet PC	214	03	x	dun					1							spn	X					
ES	AOSP	youmobile	214	03	youinternet	default,ia,supl,dun												spn	YOU Mobile					
ES	AOSP	Internet	214	04	internet	default,ia,supl											679							
ES	LineageOS	Yoigo Internet	214	04	internet	default,supl																		
ES	LineageOS	Yoigo MMS	214	04	mms	mms						http://mmss/	193.209.134.141	80										
ES	AOSP	DIGI Italy	214	05	digi.mobile	default,ia,supl											2443	gid	44474954					
ES	AOSP	DIGI Spain	214	05	internet.digimobil.es	default,ia,supl											2442	gid	44474553					
ES	AOSP	INET Roaming	214	05	inet.es	default,ia,supl,fota,hipri		IPV4V6										imsi	214050104xxxxxx					
ES	LineageOS	INET Roaming	214	05	inet.es	default,supl,fota,hipri		IPV4V6										imsi	214050104xxxxxx					
ES	AOSP	Movistar	214	05	ims	ims	IPV4V6	IPV4V6									34							
ES	AOSP	Movistar	214	05	telefonica.es	default,ia,supl,mms			telefonica	telefonica	1	http://mms.movistar.com	10.138.255.5	8080			34							
ES	AOSP	Movistar	214	05	xcap	xcap	IPV4V6	IPV4V6									34					false		
ES	LineageOS	Pepephone 4G Internet	214	05	gprs.pepephone.com	default,supl																		
ES	LineageOS	Pepephone 4G MMS	214	05	gprs.pepephone.com	mms					1	http://www.pepephone.com	10.138.255.43	8080										
ES	AOSP	TeleCable Internet	214	05	internet.telecable.es	default,ia,supl			telecable	telecable							2112	spn	TeleCable					
ES	AOSP	TeleCable MMS	214	05	mms.telecable.es	mms			telecable	telecable		http://mms.telecable.es/mms/	212.89.0.84	8080			2112	spn	TeleCable					
ES	AOSP	Tuenti	214	05	tuenti.com	default,ia,supl			tuenti	tuenti	1						2357	spn	Tuenti					
ES	LineageOS	Tuenti	214	05	tuenti.com	default,supl,mms			tuenti	tuenti		http://tuenti.com	10.138.255.43	8080										
ES	LineageOS	Tuenti Internet	214	05	tuenti.com	default,supl			tuenti	tuenti								spn	Tuenti					
ES	LineageOS	Tuenti MMS	214	05	tuenti.com	mms			tuenti	tuenti	1	http://tuenti.com	10.138.255.43	8080				spn	Tuenti					
ES	AOSP	DUN	214	06	gprs.pepephone.com	dun					0						2280	spn	pepephone					
ES	LineageOS	Eroski Internet	214	06	gprs.eroskimovil.es	default,supl			wap@wap	wap125														
ES	LineageOS	Eroski Movil MMS	214	06	mms.eroskimovil.es	mms			wap@wap	wap124		http://mms.eroskimovil.es/servlets/mms	212.73.32.10	80				spn	Eroski Movil					
ES	LineageOS	finetwork Internet	214	06	fi.omv.es	default,supl,dun												spn	finetwork					
ES	LineageOS	finetwork MMS	214	06	mms.fi.omv.es	mms			wap@wap	wap125	1	http://mms.fi.omv.es/servlets/mms	212.73.32.10	80				spn	finetwork					
ES	AOSP	Hits	214	06	tel.hitsmobile.es	default,ia												spn	Hits					
ES	LineageOS	Hits Internet	214	06	tel.hitsmobile.es	default,supl												spn	Hits					
ES	LineageOS	Hits MMS	214	06	mms.hitsmobile.es	mms			wap@wap	wap125		http://mms.hitsmobile.es/servlets/mms	212.73.32.10	80				spn	Hits					
ES	AOSP	Internet	214	06	gprsmov.pepephone.com	default,ia,supl,fota					0						2280	spn	pepephone					
ES	LineageOS	INTERNET GPRS	214	06	airtelnet.es	default,supl			vodafone	vodafone														
ES	AOSP	Internet R	214	06	internet.mundo-r.com	default,ia,supl					1						2278	imsi	2140612					
ES	AOSP	Lebara Internet	214	06	gprsmov.lebaramobile.es	default,ia												spn	Lebara					
ES	LineageOS	Lebara Internet	214	06	gprsmov.lebaramobile.es	default,supl												spn	Lebara					
ES	LineageOS	Lebara MMS	214	06	mms.lebaramobile.es	mms			wap@wap	wap125		http://mms.lebaramobile.es/servlets/mms	212.73.32.10	80				spn	Lebara					
ES	LineageOS	Lowi	214	06	lowi.private.omv.es	default,supl																		
ES	LineageOS	Lowi MMS	214	06	mms.lowi.omv.es	mms			wap@wap	wap125		http://mms.lowi.omv.es/servlets/mms	212.73.32.10	80										
ES	AOSP	LOWI_data	214	06	lowi.private.omv.es	default,ia,supl												spn	Eroski Movil					
ES	AOSP	LOWI_data	214	06	lowi.private.omv.es	default,ia,supl												spn	Lowi					
ES	AOSP	LOWI_MMS	214	06	mms.lowi.omv.es	mms			wap@wap	wap125		http://mms.lowi.omv.es/servlets/mms	212.73.32.10	80				spn	Eroski Movil					
ES	AOSP	LOWI_MMS	214	06	mms.lowi.omv.es	mms			wap@wap	wap125		http://mms.lowi.omv.es/servlets/mms	212.73.32.10	80				spn	Lowi					
ES	AOSP	MMS	214	06	mms.pepephone.com	mms			wap@wap	wap125	0	http://mms.pepephone.com/servlets/mms	212.73.32.10	80			2280	spn	pepephone					
ES	LineageOS	Pepephone Internet	214	06	gprsmov.pepephone.com	default,supl												spn	Pepephone					
ES	LineageOS	Pepephone MMS	214	06	mms.pepephone.com	mms			wap@wap	wap125		http://mms.pepephone.com/servlets/mms	212.73.32.10	80				spn	Pepephone					
ES	AOSP	PTV IMS V	214	06	ims	ims	IPV4V6	IPV4V6										spn	PTV		false			
ES	AOSP	PTV Telecom V	214	06	datos	default,supl,dun	IPV4V6											spn	PTV					
ES	LineageOS	TeleCable Internet	214	06	internet.telecable.es	default,supl			telecable	telecable								spn	Telecable					
ES	LineageOS	TeleCable MMS	214	06	mms.telecable.es	mms			telecable	telecable		http://mms.telecable.es/mms/	212.89.0.84	8080				spn	Telecable					
ES	LineageOS	Vodafone MMS	214	06	mms.vodafone.net	mms			wap@wap	wap125		http://mmsc.vodafone.es/servlets/mms	212.73.32.10	80										
ES	LineageOS	Conexión Compartida	214	07	movistar.es	dun			MOVISTAR	MOVISTAR	1													
ES	LineageOS	Jazztel	214	07	jazzinternet	default,supl												spn	JAZZTEL					
ES	LineageOS	Jazztel MMS	214	07	jazzmms	mms						http://jazztelmms.com/servlets/mms	37.132.0.10	8080				spn	JAZZTEL					
ES	AOSP	Movistar	214	07	ims	ims	IPV4V6	IPV4V6									34							
ES	AOSP	Movistar	214	07	telefonica.es	default,ia,supl,mms			telefonica	telefonica	1	http://mms.movistar.com	10.138.255.5	8080			34							
ES	LineageOS	Movistar	214	07	telefonica.es	default,mms,supl			telefonica	telefonica	1	http://mms.movistar.com		8080		8080								
ES	AOSP	Movistar	214	07	xcap	xcap	IPV4V6	IPV4V6									34					false		
ES	AOSP	Euskaltel Internet	214	08	internet.euskaltel.mobi	default,ia,supl			CLIENTE	EUSKALTEL	1						1909							
ES	LineageOS	Lebara Internet	214	08	gprsmov.lebaramobile.es	default,supl												spn	Lebara					
ES	LineageOS	Lebara MMS	214	08	mms.lebaramobile.es	mms			wap@wap	wap125		http://mms.lebaramobile.es/servlets/mms	212.73.32.10	80				spn	Lebara					
ES	AOSP	PTV IMS	214	15	ims	ims	IPV4V6	IPV4V6													false			
ES	AOSP	PTV Telecom	214	15	datos	default,supl,dun	IPV4V6																	
ES	AOSP	TeleCable Internet	214	16	internet.telecable.es	default,ia,supl			telecable	telecable														
ES	LineageOS	TeleCable Internet	214	16	internet.telecable.es	default,supl			telecable	telecable														
ES	LineageOS	TeleCable MMS	214	16	mms.telecable.es	mms			telecable	telecable		http://mms.telecable.es/mms/	212.89.0.84	8080										
ES	AOSP	ONO Internet	214	18	internet.ono.com	default,ia,supl											1976							
ES	LineageOS	ONO Internet	214	18	internet.ono.com	default,supl																		
ES	AOSP	ONO MMS	214	18	mms.ono.com	mms						http://mms.ono.com/	10.126.0.50	8080			1976							
ES	LineageOS	ONO MMS	214	18	mms.ono.com	mms						http://mms.ono.com	10.126.0.50	8080										
ES	LineageOS	Blau ES	214	19	gprs-service.com	default,supl,mms						http://217.18.32.180:8080	217.18.32.181	8080				spn	Blau					
ES	AOSP	internet simyo	214	19	orangeworld	default,ia,supl,dun			orange	orange	1						2125	spn	simyo			false		
ES	LineageOS	Simyo ES	214	19	gprs-service.com	default,supl												spn	simyo					
ES	LineageOS	Simyo ES MMS	214	19	gprs-service.com	mms						http://mms-services.eu	217.12.32.180	8080				spn	simyo					
ES	AOSP	simyo MMS	214	19	orangemms	mms			orange	orange	1	http://mms.orange.es	172.22.188.25	8080			2125	spn	simyo			false		
ES	AOSP	jazzinternet	214	21	jazzinternet	default,ia,supl,dun											1974							
ES	LineageOS	Jazztel	214	21	jazzinternet	default,supl												spn	JAZZTEL					
ES	LineageOS	Jazztel MMS	214	21	jazzmms	mms						http://jazztelmms.com/servlets/mms	37.132.0.10	8080				spn	JAZZTEL					
ES	LineageOS	Jazztel MMS	214	21	jazzmms	mms						http://jazztelmms.com:8081	217.18.32.183	8081										
ES	AOSP	MMS	214	21	jazzmms	mms					1	http://jazztelmms.com/servlets/mms	37.132.0.10	8080			1974							
ES	AOSP	DIGI Internet	214	22	internet.digimobil.es	default,ia,supl											2442							
ES	LineageOS	DIGI Spain IMS	214	22	ims	ims	IPV4V6										2442				false			
ES	LineageOS	Digimobil Internet	214	22	internet.digimobil.es	default,supl			digi	digi								spn	DigiMobil					
ES	AOSP	Lycamobile	214	25	data.lycamobile.es	default,ia,supl					1							spn	Lycamobile					
ES	LineageOS	Lycamobile	214	25	data.lycamobile.es	default,supl,mms			lmes	plus								spn	Lycamobile					
ES	AOSP	Truphone	214	27	truphone.com	default,ia,supl,mms,dun						http://mmsc.truphone.com:1981/mm1					2143	gid	547275554B3030656E					
ES	LineageOS	Truphone	214	27	truphone.com	default,supl					1													
ES	AOSP	Truphone IMS	214	27	ims	ims	IPV4V6	IPV4V6									2143	gid	547275554B3030656E					
ES	LineageOS	Masmovil	214	32	internetmas	default,supl																		
ES	LineageOS	Tuenti	214	32	tuenti.com	default,supl,mms			tuenti	tuenti								spn	Tuenti					
ES	AOSP	INET Internet	214	34	inet.es	default,ia,supl,fota,hipri	IPV4V6																	
ES	LineageOS	INET Internet	214	34	inet.es	default,supl,fota,hipri	IPV4V6																	
ET	AOSP	ETH-MTN	636	01	default	default,ia,supl											681							
ET	LineageOS	MTN	636	01	etc.com	*			etc	etc														
FI	LineageOS	Aina Internet	244	03	internet.aina.fi	default,supl																		
FI	LineageOS	Aina MMS	244	03	mms.aina.fi	mms						http://mmsc.aina.fi	10.1.10.2	8080										
FI	AOSP	DNA Internet	244	03	internet	default,ia,supl	IPV4V6										1904							
FI	AOSP	DNA MMS	244	03	mms	mms						http://mmsc.dna.fi	10.1.1.2	8080			1904							
FI	LineageOS	DNA MMS	244	03	mms	mms			dna	mms		http://mmsc.dnafinland.fi/	10.1.1.2	8080										
FI	LineageOS	GSM Suomi Internet	244	03	internet.gsm-suomi.fi	default,supl																		
FI	LineageOS	GSM Suomi MMS	244	03	mms.gsm-suomi.fi	mms						http://mmsc.gsm-suomi.fi		8080										
FI	LineageOS	Telia Online GPRS	244	03	wap	default,supl			wap	wap					62.113.190.132	9201								
FI	LineageOS	Telia WAP GPRS	244	03	internet	default,supl			wap	wap					195.10.130.8	9201								
FI	LineageOS	DNA Internet	244	04	internet	default,supl																		
FI	LineageOS	DNA MMS	244	04	mms	mms			dna	mms		http://mmsc.dnafinland.fi/	10.1.1.2	8080										
FI	LineageOS	GSM Suomi Internet	244	04	internet.gsm-suomi.fi	default,supl																		
FI	LineageOS	GSM Suomi MMS	244	04	mms.gsm-suomi.fi	mms						http://mmsc.gsm-suomi.fi		8080										
FI	AOSP	Elisa IMS	244	05	ims	ims	IPV6	IPV6									1475				false			
FI	AOSP	Elisa Internet	244	05	internet	default,ia,supl	IPV4V6	IPV4V6									1475							
FI	LineageOS	Elisa Internet	244	05	internet	default,supl					1													
FI	AOSP	Elisa MMS	244	05	mms	mms	IPV4V6	IPV4V6				http://mms.elisa.fi	213.161.41.57	80			1475							
FI	LineageOS	Elisa MMS	244	05	mms	mms					1	http://mms.elisa.fi	213.161.41.57	80										
FI	AOSP	Elisa Ut	244	05	xcap	xcap	IPV6	IPV6									1475				false			
FI	AOSP	Saunalahti Internet	244	05	internet.saunalahti	default,ia,supl											1479	imsi	2440541					
FI	AOSP	Saunalahti MMS	244	05	mms.saunalahti.fi	mms						http://mms.saunalahti.fi:8002/	62.142.4.197	8080			1479	imsi	2440541					
FI	AOSP	TDC Internet	244	10	internet.song.fi	default,ia,supl			song@internet	songnet							1907							
FI	LineageOS	TDC Internet	244	10	internet.song.fi	default,supl			song@internet	songnet														
FI	AOSP	TDC MMS	244	10	mms.song.fi	mms						http://mms.song.fi	213.161.41.58	80			1907							
FI	LineageOS	TDC MMS	244	10	mms.song.fi	mms						http://mms.song.fi	213.161.41.58	80										
FI	LineageOS	Aina Internet	244	12	internet.aina.fi	default,supl																		
FI	LineageOS	Aina MMS	244	12	mms.aina.fi	mms						http://mmsc.aina.fi	10.1.10.2	8080										
FI	LineageOS	Concept.10 Internet	244	12	internet.c10.fi	default,supl																		
FI	LineageOS	Concept.10 MMS	244	12	mms.c10.fi	mms						http://mmsc.c10.fi	10.1.1.19	8080										
FI	AOSP	DNA IMS	244	12	ims	ims	IPV6	IPV6									1904				false			
FI	AOSP	DNA Internet	244	12	internet	default,ia,supl	IPV4V6										1904							
FI	LineageOS	DNA Internet	244	12	internet	default,supl																		
FI	AOSP	DNA MMS	244	12	mms	mms						http://mmsc.dna.fi	10.1.1.2	8080			1904							
FI	LineageOS	DNA MMS	244	12	mms	mms			dna	mms		http://mmsc.dnafinland.fi	10.1.1.2	8080										
FI	LineageOS	DNA Pro Internet	244	12	dnapro.fi	default,supl																		
FI	LineageOS	DNA Pro MMS	244	12	mms.dnapro.fi	mms						http://mmsc.dnapro.fi	10.1.1.21	8080										
FI	AOSP	DNA ut	244	12	hos	xcap	IPV4V6	IPV4V6									1904				false			
FI	LineageOS	DNA WAP	244	12	wap	default,supl									10.1.1.1	80								
FI	LineageOS	Finora Internet	244	12	internet.setera.fi	default,supl																		
FI	LineageOS	Finora MMS	244	12	mms.setera.fi	mms						http://mmsc.setera.fi	10.1.11.2	8080										
FI	LineageOS	Fujitsu Internet	244	12	internet.invianet.com	default,supl																		
FI	LineageOS	Fujitsu MMS	244	12	mms.invianet.com	mms						http://mmsc.invianet.com	10.1.2.3	8080										
FI	LineageOS	Go Mobile Internet	244	12	internet.gomobile.fi	default,supl																		
FI	LineageOS	Go Mobile MMS	244	12	mms.gomobile.fi	mms						http://mmsc.gomobile.fi	10.1.1.11	8080										
FI	LineageOS	Go Mobile WAP	244	12	wap.gomobile.fi	default,supl									10.1.1.10	80								
FI	LineageOS	GSM Suomi Internet	244	12	internet.gsm-suomi.fi	default,supl																		
FI	LineageOS	GSM Suomi MMS	244	12	mms.gsm-suomi.fi	mms						http://mmsc.gsm-suomi.fi		8080										
FI	LineageOS	KYMP Internet	244	12	internet.kymp.net	default,supl																		
FI	LineageOS	KYMP MMS	244	12	mms.kymp.net	mms						http://mmsc.kymp.net	10.1.1.17	8080										
FI	LineageOS	Optimi Internet	244	12	internet.dicame.fi	default,supl																		
FI	LineageOS	Optimi MMS	244	12	mms.dicame.fi	mms						http://mmsc.dicame.fi	10.1.1.15	8080										
FI	LineageOS	TDC Internet	244	12	inet.tdc.fi	default,supl																		
FI	LineageOS	TDC MMS	244	12	mms.tdc.fi	mms						http://mmsc.tdc.fi	10.1.12.2	8080										
FI	AOSP	DNA IMS	244	13	ims	ims	IPV6	IPV6									1904				false			
FI	AOSP	DNA Internet	244	13	internet	default,ia,supl	IPV4V6										1904							
FI	LineageOS	DNA Internet	244	13	internet	default,supl																		
FI	AOSP	DNA MMS	244	13	mms	mms			dna	mms		http://mmsc.dnafinland.fi/	10.1.1.2	8080			1904							
FI	LineageOS	DNA MMS	244	13	mms	mms			dna	mms		http://mmsc.dnafinland.fi/	10.1.1.2	8080										
FI	AOSP	DNA Ut	244	13	hos	xcap	IPV4V6	IPV4V6									1904				false			
FI	AOSP	Alcom	244	14	internet	default,ia,mms,supl					1	http://mms.amt.aland.fi	194.110.177.70	8080										
FI	LineageOS	GSMAland mms	244	14	mms	mms						http://mms.amt.aland.fi	194.110.177.70	8080										
FI	LineageOS	GSMAland wap	244	14	internet	default,supl									194.110.177.70	8080								
FI	AOSP	Saunalahti Internet	244	21	internet.saunalahti	default,ia,supl	IPV4V6										1479							
FI	LineageOS	Saunalahti Internet	244	21	internet.saunalahti	default,supl					1													
FI	AOSP	Saunalahti MMS	244	21	mms.saunalahti.fi	mms						http://mms.saunalahti.fi:8002/	62.142.4.197	8080			1479							
FI	LineageOS	Saunalahti MMS	244	21	mms.saunalahti.fi	mms					1	http://mms.saunalahti.fi:8002/	62.142.4.197	8080										
FI	LineageOS	Saunalahti Wap	244	21	wap.saunalahti.fi	default,supl																		
FI	LineageOS	Sonera Internet	244	91	internet	default,supl																		
FI	LineageOS	Sonera MMS	244	91	wap.sonera.net	mms						http://mms.sonera.fi:8002	195.156.25.33	80										
FI	AOSP	Telia IMS	244	91	ims	ims	IPV4V6	IPV4V6									1480				false			
FI	AOSP	Telia Internet	244	91	internet	default,ia,supl	IPV4V6	IPV4V6									1480							
FI	AOSP	Telia MMS	244	91	mms	mms	IPV4V6	IPV4V6				http://mms/	195.156.25.33	8080			1480							
FI	AOSP	Telia Ut	244	91	hos	xcap	IPV4V6	IPV4V6									1480				false			
FJ	AOSP	Vodafone	542	01	default	default,ia,supl											1481							
FJ	LineageOS	vodafone fj	542	01	live.vodafone.com.fj	*					3	http://pxt.vodafone.net.fj/pxtsend	10.202.2.40	8080	10.202.2.40	8080								
FJ	LineageOS	Vodafone FJ	542	01	vfinternet.fj	default,supl																		
FJ	LineageOS	Vodafone FJ MMS	542	01	live.vodafone.com.fj	mms						http://pxt.vodafone.net.fj/pxtsend	010.202.002.040	9201										
FJ	AOSP	Digicel	542	02	web.digicelpacific.com	default,ia											2186							
FJ	LineageOS	Digicel FJ	542	02	web.digicelpacific.com	default,supl																		
FJ	LineageOS	Digicel FJ MMS	542	02	wap.digicelpacific.com	mms						http://mms.digicelpacific.com:8990	10.150.122.12	8080										
FJ	AOSP	Fiji:Digicel:Mms	542	02	wap	mms					1	http://mms.digicelgroup.com	172.16.7.12	9201			2186							
FR	LineageOS	Breizh Mobile	208	01	orange	default,supl			orange	orange					192.168.10.100	8080		spn	Breizh Mobile					
FR	LineageOS	C le MMS	208	01	orange.acte	mms			orange	orange	1	http://mms.orange.fr/	192.168.10.200	8080				spn	C le mobile					
FR	LineageOS	C le MMS	208	01	orange.acte	mms			orange	orange	1	http://mms.orange.fr	192.168.10.200	8080				spn	NRJ Mobile					
FR	LineageOS	C le WEB	208	01	ofnew.fr	default,supl					1							spn	C le mobile					
FR	LineageOS	C MMS	208	01	orange.acte	mms			orange	orange		http://mms.orange.fr	192.168.10.200	8080										
FR	AOSP	Carrefour	208	01	ofnew.fr	default,ia,supl			orange	orange	1				192.168.10.100	8080	2133	gid	33					
FR	AOSP	Carrefour MMS	208	01	orange.acte	mms			orange	orange	1	http://mms.orange.fr	192.168.10.200	8080			2133	gid	33					
FR	LineageOS	Carrefour WAP	208	01	ofnew.fr	default,supl			orange	orange					192.168.10.100	8080								
FR	AOSP	Coriolis	208	01	coriolis	default,ia,supl					1							spn	Coriolis					
FR	AOSP	Coriolis MMS	208	01	mmscoriolis	mms						http://mms.coriolis.fr	10.12.0.1	9028				spn	Coriolis					
FR	LineageOS	Internet Entreprise	208	01	internet-entreprise	dun			orange	orange														
FR	LineageOS	internet68	208	01	internet68	default,supl																		
FR	LineageOS	Lebara internet	208	01	fr.lebara.mobi	default,supl																		
FR	LineageOS	mms68	208	01	mms68	mms						http://mms68/	10.143.156.11	8080										
FR	AOSP	Monaco Telecom	208	01	internet	default,ia,supl,mms						http://mms.monaco-telecom.mc						gid	4d433032					
FR	LineageOS	NRJ WEB	208	01	ofnew.fr	default,supl			orange	orange	1							spn	NRJ Mobile					
FR	LineageOS	Orange Entreprise	208	01	orange-mib	default,supl			orange	orange	2				172.16.2.8	8000								
FR	AOSP	Orange IMS	208	01	ims	ims	IPV4V6	IPV4V6									32				false			
